dataset,dimension,relation,paper_orf_id,paper_chrom,paper_strand,paper_blocks,paper_start_codon,paper_stop_codon,paper_span_start,paper_span_end,paper_aa_len,pred_orf_id,pred_blocks,pred_start_codon,pred_stop_codon,pred_span_start,pred_span_end,pred_aa_len,delta_start_nt,delta_stop_nt,scope_class
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097716.1_RP24-124B23.9_chr6:48536693-48537020:-_75,chr6,-,"48536693-48536736,48536835-48537020",48537020,48536693,48536693,48537020,75,P1_6:48536694_48536936:-:2:144,"48536694-48536736,48536836-48536936",48536936,48536694,48536694,48536936,47,84,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097727.7_F630040K05Rik_chr17:45734697-45749279:+_69,chr17,+,"45734697-45734846,45749218-45749279",45734697,45749279,45734697,45749279,69,P1_17:45734698_45749279:+:2:210,"45734698-45734846,45749219-45749279",45734698,45749279,45734698,45749279,69,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097727.7_F630040K05Rik_chr17:45734697-45749279:+_69,chr17,+,"45734697-45734846,45749218-45749279",45734697,45749279,45734697,45749279,69,P1_17:45734698_45749279:+:2:210,"45734698-45734846,45749219-45749279",45734698,45749279,45734698,45749279,69,1,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097729.2_RP24-98A23.3_chr12:80125067-80131853:-_32,chr12,-,"80125067-80125126,80131813-80131853",80131853,80125067,80125067,80131853,32,P1_12:80125068_80131853:-:2:99,"80125068-80125126,80131814-80131853",80131853,80125068,80125068,80131853,32,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097729.2_RP24-98A23.3_chr12:80125067-80131853:-_32,chr12,-,"80125067-80125126,80131813-80131853",80131853,80125067,80125067,80131853,32,P1_12:80125068_80131835:-:2:81,"80125068-80125126,80131814-80131835",80131835,80125068,80125068,80131835,26,18,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097729.2_RP24-98A23.3_chr12:80131956-80132801:-_25,chr12,-,"80131956-80131959,80132726-80132801",80132801,80131956,80131956,80132801,25,P1_12:80131957_80132801:-:2:78,"80131957-80131959,80132727-80132801",80132801,80131957,80131957,80132801,25,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097729.2_RP24-98A23.3_chr12:80131956-80132801:-_25,chr12,-,"80131956-80131959,80132726-80132801",80132801,80131956,80131956,80132801,25,P1_12:80131957_80132801:-:2:78,"80131957-80131959,80132727-80132801",80132801,80131957,80131957,80132801,25,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097754.1_Ptgs2os2_chr1:150164846-150164897:-_16,chr1,-,150164846-150164897,150164897,150164846,150164846,150164897,16,P1_1:150164847_150164897:-:1:51,150164847-150164897,150164897,150164847,150164847,150164897,16,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097754.1_Ptgs2os2_chr1:150164846-150164897:-_16,chr1,-,150164846-150164897,150164897,150164846,150164846,150164897,16,P1_1:150164847_150164897:-:1:51,150164847-150164897,150164897,150164847,150164847,150164897,16,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097776.1_RP24-96N12.1_chr8:28593523-28593634:+_36,chr8,+,28593523-28593634,28593523,28593634,28593523,28593634,36,P1_8:28593524_28593634:+:1:111,28593524-28593634,28593524,28593634,28593524,28593634,36,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097776.1_RP24-96N12.1_chr8:28593523-28593634:+_36,chr8,+,28593523-28593634,28593523,28593634,28593523,28593634,36,P1_8:28593524_28593634:+:1:111,28593524-28593634,28593524,28593634,28593524,28593634,36,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contains_paper,ENSMUSG00000097776.1_RP24-96N12.1_chr8:28593532-28593634:+_33,chr8,+,28593532-28593634,28593532,28593634,28593532,28593634,33,P1_8:28593524_28593634:+:1:111,28593524-28593634,28593524,28593634,28593524,28593634,36,8,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097776.1_RP24-96N12.1_chr8:28593570-28593911:+_65,chr8,+,"28593570-28593671,28593814-28593911",28593570,28593911,28593570,28593911,65,P1_8:28593571_28593911:+:2:198,"28593571-28593671,28593815-28593911",28593571,28593911,28593571,28593911,65,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097776.1_RP24-96N12.1_chr8:28593570-28593911:+_65,chr8,+,"28593570-28593671,28593814-28593911",28593570,28593911,28593570,28593911,65,P1_8:28593571_28593911:+:2:198,"28593571-28593671,28593815-28593911",28593571,28593911,28593571,28593911,65,1,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097776.1_RP24-96N12.1_chr8:28594370-28594469:+_32,chr8,+,28594370-28594469,28594370,28594469,28594370,28594469,32,P1_8:28594371_28594469:+:1:99,28594371-28594469,28594371,28594469,28594371,28594469,32,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097776.1_RP24-96N12.1_chr8:28594370-28594469:+_32,chr8,+,28594370-28594469,28594370,28594469,28594370,28594469,32,P1_8:28594371_28594469:+:1:99,28594371-28594469,28594371,28594469,28594371,28594469,32,1,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097777.7_RP23-269E5.5_chr9:95954365-95954527:-_53,chr9,-,95954365-95954527,95954527,95954365,95954365,95954527,53,P1_9:95954366_95954527:-:1:162,95954366-95954527,95954527,95954366,95954366,95954527,53,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097777.7_RP23-269E5.5_chr9:95954365-95954527:-_53,chr9,-,95954365-95954527,95954527,95954365,95954365,95954527,53,P1_9:95954366_95954527:-:1:162,95954366-95954527,95954527,95954366,95954366,95954527,53,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097783.2_RP23-76C13.2_chr8:121421477-121421597:+_39,chr8,+,121421477-121421597,121421477,121421597,121421477,121421597,39,P1_8:121421478_121421597:+:1:120,121421478-121421597,121421478,121421597,121421478,121421597,39,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097783.2_RP23-76C13.2_chr8:121421477-121421597:+_39,chr8,+,121421477-121421597,121421477,121421597,121421477,121421597,39,P1_8:121421478_121421597:+:1:120,121421478-121421597,121421478,121421597,121421478,121421597,39,1,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097785.1_B230217O12Rik_chr19:57324624-57324690:-_21,chr19,-,57324624-57324690,57324690,57324624,57324624,57324690,21,P1_19:57324625_57324690:-:1:66,57324625-57324690,57324690,57324625,57324625,57324690,21,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097785.1_B230217O12Rik_chr19:57324624-57324690:-_21,chr19,-,57324624-57324690,57324690,57324624,57324624,57324690,21,P1_19:57324625_57324690:-:1:66,57324625-57324690,57324690,57324625,57324625,57324690,21,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097787.1_2700046G09Rik_chr19:32389798-32389966:+_55,chr19,+,32389798-32389966,32389798,32389966,32389798,32389966,55,P1_19:32389799_32389966:+:1:168,32389799-32389966,32389799,32389966,32389799,32389966,55,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097787.1_2700046G09Rik_chr19:32389798-32389966:+_55,chr19,+,32389798-32389966,32389798,32389966,32389798,32389966,55,P1_19:32389799_32389966:+:1:168,32389799-32389966,32389799,32389966,32389799,32389966,55,1,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097788.2_RP23-70L9.3_chr12:108537385-108540594:-_75,chr12,-,"108537385-108537523,108539397-108539473,108540580-108540594",108540594,108537385,108537385,108540594,75,P1_12:108537386_108540594:-:3:228,"108537386-108537523,108539398-108539473,108540581-108540594",108540594,108537386,108537386,108540594,75,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097788.2_RP23-70L9.3_chr12:108537385-108540594:-_75,chr12,-,"108537385-108537523,108539397-108539473,108540580-108540594",108540594,108537385,108537385,108540594,75,P1_12:108537386_108539424:-:2:165,"108537386-108537523,108539398-108539424",108539424,108537386,108537386,108539424,54,1170,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097788.2_RP23-70L9.3_chr12:108537385-108555437:-_90,chr12,-,"108537385-108537523,108539397-108539473,108555378-108555437",108555437,108537385,108537385,108555437,90,P1_12:108537386_108555437:-:3:273,"108537386-108537523,108539398-108539473,108555379-108555437",108555437,108537386,108537386,108555437,90,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097788.2_RP23-70L9.3_chr12:108537385-108555437:-_90,chr12,-,"108537385-108537523,108539397-108539473,108555378-108555437",108555437,108537385,108537385,108555437,90,P1_12:108537386_108539424:-:2:165,"108537386-108537523,108539398-108539424",108539424,108537386,108537386,108539424,54,16013,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097796.1_Gm16702_chr17:8389039-8389219:-_59,chr17,-,8389039-8389219,8389219,8389039,8389039,8389219,59,P1_17:8389040_8389219:-:1:180,8389040-8389219,8389219,8389040,8389040,8389219,59,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097796.1_Gm16702_chr17:8389039-8389219:-_59,chr17,-,8389039-8389219,8389219,8389039,8389039,8389219,59,P1_17:8389040_8389219:-:1:180,8389040-8389219,8389219,8389040,8389040,8389219,59,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097796.1_Gm16702_chr17:8389403-8389466:-_20,chr17,-,8389403-8389466,8389466,8389403,8389403,8389466,20,P1_17:8389404_8389466:-:1:63,8389404-8389466,8389466,8389404,8389404,8389466,20,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097796.1_Gm16702_chr17:8389403-8389466:-_20,chr17,-,8389403-8389466,8389466,8389403,8389403,8389466,20,P1_17:8389404_8389466:-:1:63,8389404-8389466,8389466,8389404,8389404,8389466,20,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097804.1_RP23-129D21.1_chr3:7688721-7688859:+_45,chr3,+,7688721-7688859,7688721,7688859,7688721,7688859,45,P1_3:7688722_7688859:+:1:138,7688722-7688859,7688722,7688859,7688722,7688859,45,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097804.1_RP23-129D21.1_chr3:7688721-7688859:+_45,chr3,+,7688721-7688859,7688721,7688859,7688721,7688859,45,P1_3:7688722_7688859:+:1:138,7688722-7688859,7688722,7688859,7688722,7688859,45,1,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097805.2_RP24-316L11.1_chr15:42676423-42702799:+_71,chr15,+,"42676423-42676542,42702702-42702799",42676423,42702799,42676423,42702799,71,P1_15:42676424_42702799:+:2:216,"42676424-42676542,42702703-42702799",42676424,42702799,42676424,42702799,71,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097805.2_RP24-316L11.1_chr15:42676423-42702799:+_71,chr15,+,"42676423-42676542,42702702-42702799",42676423,42702799,42676423,42702799,71,P1_15:42676424_42702799:+:2:216,"42676424-42676542,42702703-42702799",42676424,42702799,42676424,42702799,71,1,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097806.3_RP23-59P17.2_chr13:15463330-15463609:-_92,chr13,-,15463330-15463609,15463609,15463330,15463330,15463609,92,P1_13:15463331_15463609:-:1:279,15463331-15463609,15463609,15463331,15463331,15463609,92,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097806.3_RP23-59P17.2_chr13:15463330-15463609:-_92,chr13,-,15463330-15463609,15463609,15463330,15463330,15463609,92,P1_13:15463331_15463609:-:1:279,15463331-15463609,15463609,15463331,15463331,15463609,92,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097814.5_Panct2_chr1:96872354-96877850:+_78,chr1,+,"96872354-96872390,96872484-96872668,96877833-96877850",96872354,96877850,96872354,96877850,78,P1_1:96872355_96877850:+:3:237,"96872355-96872390,96872485-96872668,96877834-96877850",96872355,96877850,96872355,96877850,78,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097814.5_Panct2_chr1:96872354-96877850:+_78,chr1,+,"96872354-96872390,96872484-96872668,96877833-96877850",96872354,96877850,96872354,96877850,78,P1_1:96872419_96877850:+:2:267,"96872419-96872668,96877834-96877850",96872419,96877850,96872419,96877850,88,65,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097814.5_Panct2_chr1:96872354-96907704:+_78,chr1,+,"96872354-96872390,96872484-96872668,96907687-96907704",96872354,96907704,96872354,96907704,78,P1_1:96872419_96877850:+:2:267,"96872419-96872668,96877834-96877850",96872419,96877850,96872419,96877850,88,65,29854,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097820.3_RP24-93F20.4_chr9:121759183-121759447:-_87,chr9,-,121759183-121759447,121759447,121759183,121759183,121759447,87,P1_9:121759184_121759447:-:1:264,121759184-121759447,121759447,121759184,121759184,121759447,87,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097820.3_RP24-93F20.4_chr9:121759183-121759447:-_87,chr9,-,121759183-121759447,121759447,121759183,121759183,121759447,87,P1_9:121759184_121759447:-:1:264,121759184-121759447,121759447,121759184,121759184,121759447,87,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097828.2_RP24-186F6.5_chr13:99398517-99401322:-_25,chr13,-,"99398517-99398535,99401262-99401322",99401322,99398517,99398517,99401322,25,P1_13:99398518_99401322:-:2:78,"99398518-99398535,99401263-99401322",99401322,99398518,99398518,99401322,25,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097828.2_RP24-186F6.5_chr13:99398517-99401322:-_25,chr13,-,"99398517-99398535,99401262-99401322",99401322,99398517,99398517,99401322,25,P1_13:99398518_99401322:-:2:78,"99398518-99398535,99401263-99401322",99401322,99398518,99398518,99401322,25,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097828.2_RP24-186F6.5_chr13:99411155-99411323:-_55,chr13,-,99411155-99411323,99411323,99411155,99411155,99411323,55,P1_13:99411156_99411323:-:1:168,99411156-99411323,99411323,99411156,99411156,99411323,55,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097828.2_RP24-186F6.5_chr13:99411155-99411323:-_55,chr13,-,99411155-99411323,99411323,99411155,99411155,99411323,55,P1_13:99411156_99411323:-:1:168,99411156-99411323,99411323,99411156,99411156,99411323,55,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097828.2_RP24-186F6.5_chr13:99411443-99411560:-_38,chr13,-,99411443-99411560,99411560,99411443,99411443,99411560,38,P1_13:99411444_99411560:-:1:117,99411444-99411560,99411560,99411444,99411444,99411560,38,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097828.2_RP24-186F6.5_chr13:99411443-99411560:-_38,chr13,-,99411443-99411560,99411560,99411443,99411443,99411560,38,P1_13:99411444_99411560:-:1:117,99411444-99411560,99411560,99411444,99411444,99411560,38,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097828.2_RP24-186F6.5_chr13:99412013-99412073:-_19,chr13,-,99412013-99412073,99412073,99412013,99412013,99412073,19,P1_13:99412014_99412073:-:1:60,99412014-99412073,99412073,99412014,99412014,99412073,19,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097828.2_RP24-186F6.5_chr13:99412013-99412073:-_19,chr13,-,99412013-99412073,99412073,99412013,99412013,99412073,19,P1_13:99412014_99412073:-:1:60,99412014-99412073,99412073,99412014,99412014,99412073,19,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097828.2_RP24-186F6.5_chr13:99412617-99412719:-_33,chr13,-,99412617-99412719,99412719,99412617,99412617,99412719,33,P1_13:99412618_99412719:-:1:102,99412618-99412719,99412719,99412618,99412618,99412719,33,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097828.2_RP24-186F6.5_chr13:99412617-99412719:-_33,chr13,-,99412617-99412719,99412719,99412617,99412617,99412719,33,P1_13:99412618_99412719:-:1:102,99412618-99412719,99412719,99412618,99412618,99412719,33,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097835.1_Gm26910_chr18:67774409-67774592:-_60,chr18,-,67774409-67774592,67774592,67774409,67774409,67774592,60,P1_18:67774410_67774592:-:1:183,67774410-67774592,67774592,67774410,67774410,67774592,60,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097835.1_Gm26910_chr18:67774409-67774592:-_60,chr18,-,67774409-67774592,67774592,67774409,67774409,67774592,60,P1_18:67774410_67774592:-:1:183,67774410-67774592,67774592,67774410,67774410,67774592,60,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097837.1_Gm26794_chr2:55437646-55437835:-_62,chr2,-,55437646-55437835,55437835,55437646,55437646,55437835,62,P1_2:55437647_55437835:-:1:189,55437647-55437835,55437835,55437647,55437647,55437835,62,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097837.1_Gm26794_chr2:55437646-55437835:-_62,chr2,-,55437646-55437835,55437835,55437646,55437646,55437835,62,P1_2:55437647_55437835:-:1:189,55437647-55437835,55437835,55437647,55437647,55437835,62,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097842.2_RP23-201L15.5_chr7:16874252-16874441:-_62,chr7,-,16874252-16874441,16874441,16874252,16874252,16874441,62,P1_7:16874253_16874441:-:1:189,16874253-16874441,16874441,16874253,16874253,16874441,62,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097842.2_RP23-201L15.5_chr7:16874252-16874441:-_62,chr7,-,16874252-16874441,16874441,16874252,16874252,16874441,62,P1_7:16874253_16874441:-:1:189,16874253-16874441,16874441,16874253,16874253,16874441,62,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097842.2_RP23-201L15.5_chr7:16874511-16874766:-_84,chr7,-,16874511-16874766,16874766,16874511,16874511,16874766,84,P1_7:16874512_16874766:-:1:255,16874512-16874766,16874766,16874512,16874512,16874766,84,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097842.2_RP23-201L15.5_chr7:16874511-16874766:-_84,chr7,-,16874511-16874766,16874766,16874511,16874511,16874766,84,P1_7:16874512_16874766:-:1:255,16874512-16874766,16874766,16874512,16874512,16874766,84,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097842.2_RP23-201L15.5_chr7:16874794-16874854:-_19,chr7,-,16874794-16874854,16874854,16874794,16874794,16874854,19,P1_7:16874795_16874854:-:1:60,16874795-16874854,16874854,16874795,16874795,16874854,19,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097842.2_RP23-201L15.5_chr7:16874794-16874854:-_19,chr7,-,16874794-16874854,16874854,16874794,16874794,16874854,19,P1_7:16874795_16874854:-:1:60,16874795-16874854,16874854,16874795,16874795,16874854,19,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097867.1_Lppos_chr16:24392575-24392749:-_57,chr16,-,24392575-24392749,24392749,24392575,24392575,24392749,57,P1_16:24392576_24392749:-:1:174,24392576-24392749,24392749,24392576,24392576,24392749,57,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097867.1_Lppos_chr16:24392575-24392749:-_57,chr16,-,24392575-24392749,24392749,24392575,24392575,24392749,57,P1_16:24392576_24392749:-:1:174,24392576-24392749,24392749,24392576,24392576,24392749,57,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097867.1_Lppos_chr16:24392981-24393065:-_27,chr16,-,24392981-24393065,24393065,24392981,24392981,24393065,27,P1_16:24392982_24393065:-:1:84,24392982-24393065,24393065,24392982,24392982,24393065,27,0,1,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097867.1_Lppos_chr16:24392981-24393065:-_27,chr16,-,24392981-24393065,24393065,24392981,24392981,24393065,27,P1_16:24392982_24393065:-:1:84,24392982-24393065,24393065,24392982,24392982,24393065,27,0,1,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097882.2_RP23-47L13.1_chr8:77517235-77517313:+_25,chr8,+,77517235-77517313,77517235,77517313,77517235,77517313,25,P1_8:77517236_77517313:+:1:78,77517236-77517313,77517236,77517313,77517236,77517313,25,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097882.2_RP23-47L13.1_chr8:77517235-77517313:+_25,chr8,+,77517235-77517313,77517235,77517313,77517235,77517313,25,P1_8:77517236_77517313:+:1:78,77517236-77517313,77517236,77517313,77517236,77517313,25,1,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097882.2_RP23-47L13.1_chr8:77518137-77518212:+_24,chr8,+,77518137-77518212,77518137,77518212,77518137,77518212,24,P1_8:77518138_77518212:+:1:75,77518138-77518212,77518138,77518212,77518138,77518212,24,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097882.2_RP23-47L13.1_chr8:77518137-77518212:+_24,chr8,+,77518137-77518212,77518137,77518212,77518137,77518212,24,P1_8:77518138_77518212:+:1:75,77518138-77518212,77518138,77518212,77518138,77518212,24,1,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097890.2_RP24-170A20.5_chr10:39899409-39905762:+_49,chr10,+,"39899409-39899529,39905732-39905762",39899409,39905762,39899409,39905762,49,P1_10:39899410_39905762:+:2:150,"39899410-39899529,39905733-39905762",39899410,39905762,39899410,39905762,49,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097890.2_RP24-170A20.5_chr10:39899409-39905762:+_49,chr10,+,"39899409-39899529,39905732-39905762",39899409,39905762,39899409,39905762,49,P1_10:39899410_39905762:+:2:150,"39899410-39899529,39905733-39905762",39899410,39905762,39899410,39905762,49,1,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097893.8_RP23-228O9.1_chr1:9748551-9770751:+_82,chr1,+,"9748551-9748604,9752448-9752564,9770671-9770751",9748551,9770751,9748551,9770751,82,P1_1:9748552_9770751:+:3:249,"9748552-9748604,9752449-9752564,9770672-9770751",9748552,9770751,9748552,9770751,82,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097893.8_RP23-228O9.1_chr1:9748551-9770751:+_82,chr1,+,"9748551-9748604,9752448-9752564,9770671-9770751",9748551,9770751,9748551,9770751,82,P1_1:9751852_9770751:+:3:273,"9751852-9751928,9752449-9752564,9770672-9770751",9751852,9770751,9751852,9770751,90,3301,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097893.8_RP23-228O9.1_chr1:9748551-9789762:+_91,chr1,+,"9748551-9748604,9752448-9752564,9789655-9789762",9748551,9789762,9748551,9789762,91,P1_1:9748552_9789762:+:3:276,"9748552-9748604,9752449-9752564,9789656-9789762",9748552,9789762,9748552,9789762,91,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097893.8_RP23-228O9.1_chr1:9748551-9789762:+_91,chr1,+,"9748551-9748604,9752448-9752564,9789655-9789762",9748551,9789762,9748551,9789762,91,P1_1:9751852_9770751:+:3:273,"9751852-9751928,9752449-9752564,9770672-9770751",9751852,9770751,9751852,9770751,90,3301,19011,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097893.8_RP23-228O9.1_chr1:9748625-9770751:+_87,chr1,+,"9748625-9748645,9750357-9750405,9752448-9752564,9770671-9770751",9748625,9770751,9748625,9770751,87,P1_1:9748626_9770751:+:4:264,"9748626-9748645,9750358-9750405,9752449-9752564,9770672-9770751",9748626,9770751,9748626,9770751,87,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contains_paper,ENSMUSG00000097893.8_RP23-228O9.1_chr1:9748625-9770751:+_87,chr1,+,"9748625-9748645,9750357-9750405,9752448-9752564,9770671-9770751",9748625,9770751,9748625,9770751,87,P1_1:9748552_9789762:+:3:276,"9748552-9748604,9752449-9752564,9789656-9789762",9748552,9789762,9748552,9789762,91,73,19011,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097893.8_RP23-228O9.1_chr1:9748625-9770751:+_87,chr1,+,"9748625-9748645,9750357-9750405,9752448-9752564,9770671-9770751",9748625,9770751,9748625,9770751,87,P1_1:9751852_9770751:+:3:273,"9751852-9751928,9752449-9752564,9770672-9770751",9751852,9770751,9751852,9770751,90,3227,0,lncRNA
unification+gencode:lncRNA,sequence,pred_contained_by_paper,ENSMUSG00000097893.8_RP23-228O9.1_chr1:9748625-9789762:+_96,chr1,+,"9748625-9748645,9750357-9750405,9752448-9752564,9789655-9789762",9748625,9789762,9748625,9789762,96,P1_1:9748626_9789762:+:4:291,"9748626-9748645,9750358-9750405,9752449-9752564,9789656-9789762",9748626,9789762,9748626,9789762,96,1,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contains_paper,ENSMUSG00000097893.8_RP23-228O9.1_chr1:9748625-9789762:+_96,chr1,+,"9748625-9748645,9750357-9750405,9752448-9752564,9789655-9789762",9748625,9789762,9748625,9789762,96,P1_1:9748552_9789762:+:3:276,"9748552-9748604,9752449-9752564,9789656-9789762",9748552,9789762,9748552,9789762,91,73,0,lncRNA
unification+gencode:lncRNA,coordinate,pred_contained_by_paper,ENSMUSG00000097893.8_RP23-228O9.1_chr1:9748625-9789762:+_96,chr1,+,"9748625-9748645,9750357-9750405,9752448-9752564,9789655-9789762",9748625,9789762,9748625,9789762,96,P1_1:9751852_9770751:+:3:273,"9751852-9751928,9752449-9752564,9770672-9770751",9751852,9770751,9751852,9770751,90,3227,19011,lncRNA
